id,student_id,word_id,correct,created_at,updated_at,word_test_id
284,9,4094,true,2020-10-12 22:11:07 +0900,2020-10-12 22:11:07 +0900,42
285,9,4087,true,2020-10-12 22:11:11 +0900,2020-10-12 22:11:11 +0900,42
286,9,4072,true,2020-10-12 22:11:15 +0900,2020-10-12 22:11:15 +0900,42
287,9,4125,true,2020-10-12 22:11:19 +0900,2020-10-12 22:11:19 +0900,42
288,9,4133,true,2020-10-12 22:11:23 +0900,2020-10-12 22:11:23 +0900,42
289,9,4041,true,2020-10-12 22:11:26 +0900,2020-10-12 22:11:26 +0900,42
290,9,4064,true,2020-10-12 22:11:31 +0900,2020-10-12 22:11:31 +0900,42
291,9,4134,true,2020-10-12 22:11:34 +0900,2020-10-12 22:11:34 +0900,42
292,9,3837,false,2020-10-12 22:13:02 +0900,2020-10-12 22:13:02 +0900,46
293,9,4137,true,2020-10-12 22:14:32 +0900,2020-10-12 22:14:32 +0900,53
294,10,151,true,2020-10-12 23:34:03 +0900,2020-10-12 23:34:03 +0900,55
295,10,382,true,2020-10-12 23:34:06 +0900,2020-10-12 23:34:06 +0900,55
296,10,236,true,2020-10-12 23:34:11 +0900,2020-10-12 23:34:11 +0900,55
297,10,467,true,2020-10-12 23:34:15 +0900,2020-10-12 23:34:15 +0900,55
298,10,321,true,2020-10-12 23:34:19 +0900,2020-10-12 23:34:19 +0900,55
299,10,552,true,2020-10-12 23:34:23 +0900,2020-10-12 23:34:23 +0900,55
300,10,406,true,2020-10-12 23:34:27 +0900,2020-10-12 23:34:27 +0900,55
301,10,50,false,2020-10-12 23:34:32 +0900,2020-10-12 23:34:32 +0900,55
302,10,491,true,2020-10-12 23:34:35 +0900,2020-10-12 23:34:35 +0900,55
303,10,135,true,2020-10-12 23:34:40 +0900,2020-10-12 23:34:40 +0900,55
304,10,220,false,2020-10-12 23:34:45 +0900,2020-10-12 23:34:45 +0900,55
305,10,74,true,2020-10-12 23:34:49 +0900,2020-10-12 23:34:49 +0900,55
306,10,305,true,2020-10-12 23:34:54 +0900,2020-10-12 23:34:54 +0900,55
307,10,159,false,2020-10-12 23:34:59 +0900,2020-10-12 23:34:59 +0900,55
308,10,536,false,2020-10-12 23:35:04 +0900,2020-10-12 23:35:04 +0900,55
309,10,390,false,2020-10-12 23:35:09 +0900,2020-10-12 23:35:09 +0900,55
310,10,244,true,2020-10-12 23:35:13 +0900,2020-10-12 23:35:13 +0900,55
311,10,475,true,2020-10-12 23:35:16 +0900,2020-10-12 23:35:16 +0900,55
312,10,560,true,2020-10-12 23:35:20 +0900,2020-10-12 23:35:20 +0900,55
313,10,58,true,2020-10-12 23:35:24 +0900,2020-10-12 23:35:24 +0900,55
314,10,289,true,2020-10-12 23:35:28 +0900,2020-10-12 23:35:28 +0900,55
315,10,143,true,2020-10-12 23:35:32 +0900,2020-10-12 23:35:32 +0900,55
316,10,374,true,2020-10-12 23:35:36 +0900,2020-10-12 23:35:36 +0900,55
317,10,228,true,2020-10-12 23:35:40 +0900,2020-10-12 23:35:40 +0900,55
318,10,82,true,2020-10-12 23:35:44 +0900,2020-10-12 23:35:44 +0900,55
319,10,459,true,2020-10-12 23:35:48 +0900,2020-10-12 23:35:48 +0900,55
320,10,313,true,2020-10-12 23:35:51 +0900,2020-10-12 23:35:51 +0900,55
321,10,544,true,2020-10-12 23:35:55 +0900,2020-10-12 23:35:55 +0900,55
322,10,398,true,2020-10-12 23:36:00 +0900,2020-10-12 23:36:00 +0900,55
323,10,42,false,2020-10-12 23:36:04 +0900,2020-10-12 23:36:04 +0900,55
324,10,483,true,2020-10-12 23:36:09 +0900,2020-10-12 23:36:09 +0900,55
325,10,127,true,2020-10-12 23:36:13 +0900,2020-10-12 23:36:13 +0900,55
326,10,568,true,2020-10-12 23:36:18 +0900,2020-10-12 23:36:18 +0900,55
327,10,212,true,2020-10-12 23:36:22 +0900,2020-10-12 23:36:22 +0900,55
328,10,66,true,2020-10-12 23:36:26 +0900,2020-10-12 23:36:26 +0900,55
329,10,297,true,2020-10-12 23:36:31 +0900,2020-10-12 23:36:31 +0900,55
330,10,4,true,2020-10-12 23:36:35 +0900,2020-10-12 23:36:35 +0900,55
331,10,591,true,2020-10-12 23:36:39 +0900,2020-10-12 23:36:39 +0900,55
332,10,445,true,2020-10-12 23:36:43 +0900,2020-10-12 23:36:43 +0900,55
333,10,89,true,2020-10-12 23:36:47 +0900,2020-10-12 23:36:47 +0900,55
334,10,530,true,2020-10-12 23:36:50 +0900,2020-10-12 23:36:50 +0900,55
335,10,174,true,2020-10-12 23:36:54 +0900,2020-10-12 23:36:54 +0900,55
336,10,28,true,2020-10-12 23:36:58 +0900,2020-10-12 23:36:58 +0900,55
337,10,259,false,2020-10-12 23:37:03 +0900,2020-10-12 23:37:03 +0900,55
338,10,113,true,2020-10-12 23:37:08 +0900,2020-10-12 23:37:08 +0900,55
339,10,344,true,2020-10-12 23:37:11 +0900,2020-10-12 23:37:11 +0900,55
340,10,198,true,2020-10-12 23:37:16 +0900,2020-10-12 23:37:16 +0900,55
341,10,575,false,2020-10-12 23:37:20 +0900,2020-10-12 23:37:20 +0900,55
